Make,Model,Year,Mileage,Price,Fuel,Registration_City,Documents,Assembly,Transmission,Car_Age,Mileage_Per_Year
Honda,City IDSI,2004,243000,1550000,Petrol,Lahore,Original,Imported,Manual,22,10565.217391304348
Hyundai,Santro,2001,100000,530000,Petrol,Karachi,Original,Imported,Manual,25,3846.153846153846
Honda,Civic Oriel,2001,150000,1300000,Petrol,Lahore,Original,Imported,Automatic,25,5769.2307692307695
KIA,Picanto,2021,43000,2530000,Petrol,Punjab,Original,Local,Manual,5,7166.666666666667
Honda,Civic Prosmetic,2005,145000,1680000,Petrol,Karachi,Original,Local,Automatic,21,6590.909090909091
Suzuki,Swift,2017,73800,2380000,Petrol,Karachi,Original,Local,Automatic,9,7380.0
Suzuki,Alto,2022,27800,2450000,Petrol,Punjab,Original,Local,Manual,4,5560.0
KIA,Sportage,2005,2000,1420000,Petrol,Karachi,Original,Local,Manual,21,90.9090909090909
Suzuki,Alto,2019,67000,2050000,Petrol,Lahore,Original,Local,Manual,7,8375.0
Toyota,Corolla GLI,2014,224500,2600000,Petrol,Lahore,Original,Local,Manual,12,17269.23076923077
Toyota,Yaris,2022,13400,4650000,Petrol,Lahore,Original,Local,Automatic,4,2680.0
Suzuki,Mehran VXR,2009,76086,870000,Petrol,Rawalpindi,Original,Local,Manual,17,4227.0
Honda,City IVTEC,2015,127118,2750000,Petrol,Lahore,Original,Local,Automatic,11,10593.166666666666
Mitsubishi,Minica,2016,98000,1290000,Petrol,Lahore,Original,Imported,Automatic,10,8909.09090909091
Toyota,Corrolla Altis,2012,96000,3000000,Petrol,Lahore,Original,Local,Automatic,14,6400.0
Hyundai,Santro,2002,100000,800000,Petrol,Lahore,Original,Imported,Manual,24,4000.0
Honda,City IVTEC,2021,14500,4550000,Petrol,Karachi,Original,Imported,Automatic,5,2416.6666666666665
Toyota,Altis Grande,2015,92700,4180000,Petrol,Islamabad,Original,Local,Automatic,11,7725.0
Toyota,Yaris,2021,40000,4600000,Petrol,Karachi,Original,Local,Automatic,5,6666.666666666667
Toyota,Passo,2016,75000,3050000,Petrol,Lahore,Original,Imported,Automatic,10,6818.181818181818
Suzuki,Wagon R,2018,66000,2100000,Petrol,Lahore,Original,Imported,Manual,8,7333.333333333333
Honda,City Vario,2003,200000,1090000,Petrol,Sindh,Original,Imported,Automatic,23,8333.333333333334
Suzuki,Swift,2017,50000,1850000,Petrol,Peshawar,Original,Local,Manual,9,5000.0
Honda,City IVTEC,2021,17300,4200000,Petrol,Lahore,Original,Local,Manual,5,2883.3333333333335
Suzuki,Bolan,2013,75000,745000,Petrol,Sindh,Original,Local,Manual,13,5357.142857142857
Daihatsu,Hijet,2013,100000,1575000,Petrol,Karachi,Original,Imported,Automatic,13,7142.857142857143
Honda,Civic Prosmetic,2005,75000,1250000,Petrol,Peshawar,Original,Imported,Manual,21,3409.090909090909
Suzuki,Bolan,2006,100000,495000,Petrol,Karachi,Original,Imported,Manual,20,4761.9047619047615
Suzuki,Alto,2021,37000,2500000,Petrol,Karachi,Original,Local,Automatic,5,6166.666666666667
Honda,City IVTEC,2018,145000,3375000,Petrol,Lahore,Original,Local,Manual,8,16111.111111111111
Suzuki,Mehran VXR,2007,20000,650000,Petrol,Rawalpindi,Original,Local,Manual,19,1000.0
Honda,City IVTEC,2008,166000,2300000,Petrol,Lahore,Original,Local,Automatic,18,8736.842105263158
Daihatsu,Terios Kid,2007,97000,1700000,Petrol,Sindh,Original,Imported,Manual,19,4850.0
Suzuki,Swift,2016,140000,2049000,Petrol,Lahore,Original,Local,Manual,10,12727.272727272728
Honda,City IVTEC,2016,84000,2720000,Petrol,Karachi,Original,Local,Manual,10,7636.363636363636
Daihatsu,Move,2013,112000,2200000,Petrol,Lahore,Original,Imported,Automatic,13,8000.0
Toyota,Corrolla Altis,2004,178000,1690000,Petrol,Lahore,Original,Local,Manual,22,7739.130434782609
Changan,Karvaan,2022,1500,2790000,Petrol,Karachi,Original,Local,Manual,4,300.0
Daihatsu,Mira,2020,13600,3700000,Petrol,Unregistered,Original,Imported,Automatic,6,1942.857142857143
Hyundai,Santro,2005,165000,1025000,Petrol,Islamabad,Original,Imported,Automatic,21,7500.0
Toyota,Corolla GLI,2011,145000,2200000,Petrol,Lahore,Original,Local,Manual,15,9062.5
Toyota,Corrolla Altis,2016,80800,4500000,Petrol,Lahore,Original,Local,Automatic,10,7345.454545454545
Honda,City IVTEC,2018,77500,3150000,Petrol,Islamabad,Original,Local,Manual,8,8611.111111111111
Suzuki,Mehran VXR,2017,49000,1170000,Petrol,Lahore,Original,Local,Manual,9,4900.0
Changan,Karvaan,2021,21000,2350000,Petrol,Karachi,Original,Local,Manual,5,3500.0
Suzuki,Wagon R,2020,37000,2690000,Petrol,Unregistered,Original,Imported,Manual,6,5285.714285714285
Suzuki,Alto,2021,19465,2730000,Petrol,Karachi,Original,Local,Automatic,5,3244.1666666666665
Daihatsu,Hijet,2011,335350,980000,Petrol,Lahore,Original,Imported,Manual,15,20959.375
Toyota,Yaris,2021,31000,3950000,Petrol,Lahore,Original,Local,Automatic,5,5166.666666666667
Daihatsu,Mira,2011,45000,2200000,Petrol,Karachi,Original,Imported,Automatic,15,2812.5
Suzuki,Alto,2005,300000,630000,Petrol,Karachi,Original,Local,Manual,21,13636.363636363636
Daihatsu,Hijet,2016,100000,1180000,Petrol,Lahore,Original,Imported,Automatic,10,9090.90909090909
Daihatsu,Mira,2019,82000,2350000,Petrol,Karachi,Original,Imported,Automatic,7,10250.0
Changan,Alsvin,2022,7500,4025000,Petrol,Karachi,Original,Local,Automatic,4,1500.0
Daihatsu,Cuore,2011,220000,915000,Petrol,Sindh,Original,Local,Manual,15,13750.0
Suzuki,Wagon R,2018,105000,2140000,Petrol,Lahore,Original,Local,Manual,8,11666.666666666666
Suzuki,Baleno,2002,65000,985000,Petrol,Lahore,Original,Local,Manual,24,2600.0
Mitsubishi,Ek Wagon,2013,100000,1900000,Petrol,Lahore,Original,Imported,Automatic,13,7142.857142857143
Suzuki,Bolan,2010,75986,840000,Petrol,Jhelum,Original,Local,Manual,16,4469.764705882353
Suzuki,Swift,2010,118000,1670000,Petrol,Karachi,Original,Imported,Manual,16,6941.176470588235
Daihatsu,Cuore,2007,150000,850000,Petrol,Lahore,Original,Imported,Manual,19,7500.0
Toyota,Corolla GLI,2017,90000,3750000,Petrol,Islamabad,Original,Local,Manual,9,9000.0
Suzuki,Wagon R,2017,197000,1950000,Petrol,Karachi,Original,Local,Manual,9,19700.0
Mitsubishi,Lancer,2003,114000,1425000,Petrol,Lahore,Original,Imported,Manual,23,4750.0
KIA,Classic,2001,40000,450000,Petrol,Faisalabad,Original,Local,Manual,25,1538.4615384615386
Mitsubishi,Lancer,2006,186000,1000000,Petrol,Sindh,Original,Imported,Manual,20,8857.142857142857
Daihatsu,Mira,2008,65000,1600000,Petrol,Lahore,Original,Imported,Automatic,18,3421.0526315789475
Suzuki,Alto,2011,140000,1200000,Petrol,Lahore,Original,Local,Manual,15,8750.0
Toyota,Passo,2021,86000,3450000,Petrol,Hyderabad,Original,Imported,Automatic,5,14333.333333333334
Toyota,Yaris,2020,42000,4150000,Petrol,Karachi,Original,Local,Automatic,6,6000.0
Daihatsu,Cuore,2004,260000,650000,Petrol,Faisalabad,Original,Imported,Manual,22,11304.347826086956
Honda,City Aspire,2016,72000,3200000,Petrol,Lahore,Original,Imported,Manual,10,6545.454545454545
Daihatsu,Cuore,2008,248000,990000,Petrol,Karachi,Original,Imported,Manual,18,13052.631578947368
Suzuki,Mehran VXR,2004,123123,495000,Petrol,Sindh,Original,Local,Manual,22,5353.173913043478
Honda,Civic Oriel,2000,100000,1060000,Petrol,Lahore,Original,Local,Manual,26,3703.703703703704
Suzuki,Wagon R,2017,75548,2150000,Petrol,Lahore,Original,Local,Manual,9,7554.8
Changan,Karvaan,2021,81000,2170000,Petrol,Punjab,Original,Local,Manual,5,13500.0
Toyota,Altis Grande,2016,109000,4450000,Petrol,Lahore,Original,Local,Automatic,10,9909.09090909091
Suzuki,Alto,2014,3000,930000,Petrol,Islamabad,Original,Imported,Manual,12,230.76923076923077
Suzuki,Bolan,2017,53000,1325000,Petrol,Multan,Original,Local,Manual,9,5300.0
Toyota,Yaris,2007,195000,2250000,Petrol,Lahore,Original,Imported,Automatic,19,9750.0
Changan,Alsvin,2022,35000,4300000,Petrol,Islamabad,Original,Imported,Automatic,4,7000.0
Toyota,Passo,2010,82000,1975000,Petrol,Karachi,Original,Imported,Automatic,16,4823.529411764706
Suzuki,Alto,2010,65000,1625000,Petrol,Karachi,Original,Local,Manual,16,3823.529411764706
Daihatsu,Mira,2014,66692,2170000,Petrol,Karachi,Original,Imported,Automatic,12,5130.153846153846
Daihatsu,Cuore,2010,85000,1250000,Petrol,Lahore,Original,Imported,Manual,16,5000.0
Honda,City IVTEC,2012,196000,2200000,Petrol,Islamabad,Original,Local,Manual,14,13066.666666666666
Daihatsu,Move,2011,95000,1675000,Petrol,Lahore,Original,Imported,Automatic,15,5937.5
Suzuki,Swift,2023,6500,4950000,Petrol,Unregistered,Original,Local,Automatic,3,1625.0
Honda,City Aspire,2018,52000,3600000,Petrol,Islamabad,Original,Local,Manual,8,5777.777777777777
Suzuki,Mehran VXR,2019,40000,1370000,Petrol,Karachi,Original,Local,Manual,7,5000.0
Suzuki,Alto,2021,71000,2800000,Petrol,Lahore,Original,Local,Automatic,5,11833.333333333334
Honda,City IVTEC,2018,81000,3050000,Petrol,Islamabad,Original,Local,Manual,8,9000.0
Daihatsu,Mira,2006,150000,1125000,Petrol,Karachi,Original,Imported,Automatic,20,7142.857142857143
Suzuki,Baleno,2001,123456,895000,Petrol,Islamabad,Original,Imported,Manual,25,4748.307692307692
Mitsubishi,Ek Wagon,2023,6000,3330000,Petrol,Unregistered,Original,Imported,Automatic,3,1500.0
Mitsubishi,Lancer,2007,98000,1370000,Petrol,Karachi,Original,Imported,Automatic,19,4900.0
Toyota,Corolla GLI,2009,150000,1950000,Petrol,Lahore,Original,Local,Manual,17,8333.333333333334
Suzuki,Mehran VXR,2013,72000,1030000,Petrol,Multan,Original,Local,Manual,13,5142.857142857143
Toyota,Corolla GLI,2010,140000,1900000,Petrol,Karachi,Original,Local,Manual,16,8235.29411764706
Hyundai,Santro,2005,220324,900000,Petrol,Karachi,Original,Imported,Manual,21,10014.727272727272
Suzuki,Bolan,2012,40000,700000,Petrol,Khanewal,Original,Imported,Manual,14,2666.6666666666665
Suzuki,Alto,2022,40000,2500000,Petrol,Lahore,Original,Local,Manual,4,8000.0
Suzuki,Swift,2022,3100,4750000,Petrol,Punjab,Original,Local,Automatic,4,620.0
Suzuki,Bolan,2007,185000,765000,Petrol,Lahore,Original,Imported,Manual,19,9250.0
Honda,Civic Oriel,2005,12345,1600000,Petrol,Lahore,Original,Local,Manual,21,561.1363636363636
Suzuki,Cultus VXR,2010,78000,1170000,Petrol,Lahore,Original,Imported,Manual,16,4588.235294117647
Toyota,Corolla GLI,2017,85000,3950000,Petrol,Lahore,Original,Local,Manual,9,8500.0
Toyota,Yaris,2020,28000,4550000,Petrol,Islamabad,Original,Local,Automatic,6,4000.0
Toyota,Corolla XLI,2011,19300,3550000,Petrol,Lahore,Original,Local,Manual,15,1206.25
Honda,City Aspire,2016,94000,2850000,Petrol,Sindh,Original,Local,Manual,10,8545.454545454546
Honda,City Aspire,2017,80000,2900000,Petrol,Lahore,Original,Local,Manual,9,8000.0
Suzuki,Bolan,2012,18375,1100000,Petrol,Punjab,Original,Local,Manual,14,1225.0
Honda,City Vario,2007,120000,1700000,Petrol,Karachi,Original,Local,Automatic,19,6000.0
Honda,City IVTEC,2015,107000,2600000,Petrol,Lahore,Original,Local,Manual,11,8916.666666666666
Toyota,Corolla GLI,2015,163600,2850000,Petrol,Karachi,Original,Local,Manual,11,13633.333333333334
Suzuki,Mehran VXR,2010,150000,735000,CNG,Karachi,Original,Local,Manual,16,8823.529411764706
Honda,City IVTEC,2017,94000,5000000,Petrol,Punjab,Original,Local,Automatic,9,9400.0
Daihatsu,Cuore,2012,123000,1000000,Petrol,Karachi,Original,Local,Automatic,14,8200.0
Honda,City IVTEC,2013,107000,2300000,Petrol,Karachi,Original,Local,Manual,13,7642.857142857143
Suzuki,Cultus VXR,2009,1700,1025000,Petrol,Larkana,Original,Imported,Manual,17,94.44444444444444
Suzuki,Alto,2021,70000,2195000,Petrol,Punjab,Original,Local,Manual,5,11666.666666666666
Suzuki,Wagon R,2014,123000,1690000,Petrol,Karachi,Original,Local,Manual,12,9461.538461538461
Mitsubishi,Pajero Mini,2012,134000,2100000,Petrol,Lahore,Original,Imported,Automatic,14,8933.333333333334
Chevrolet,Joy,2006,141500,888000,Petrol,Lahore,Original,Imported,Manual,20,6738.0952380952385
Toyota,Corolla GLI,2015,95000,3120000,Petrol,Karachi,Original,Local,Manual,11,7916.666666666667
Daihatsu,Mira,2021,75000,3300000,Petrol,Karachi,Original,Imported,Automatic,5,12500.0
Daihatsu,Move,2017,86000,3000000,Petrol,Islamabad,Original,Imported,Automatic,9,8600.0
Suzuki,Alto,2003,88000,685000,Petrol,Karachi,Original,Imported,Manual,23,3666.6666666666665
Daihatsu,Cuore,2006,50000,750000,Petrol,Lahore,Original,Local,Manual,20,2380.9523809523807
Honda,Civic Oriel,2017,96000,3150000,Petrol,Islamabad,Original,Imported,Automatic,9,9600.0
Suzuki,Cultus VXR,2010,145000,1396000,Petrol,Islamabad,Original,Local,Manual,16,8529.411764705883
Suzuki,Cultus VXR,2009,51050,1050000,Petrol,Lahore,Original,Local,Manual,17,2836.1111111111113
Suzuki,Alto,2012,62000,1250000,Petrol,Lahore,Original,Local,Manual,14,4133.333333333333
Suzuki,Swift,2012,97000,2200000,Petrol,Karachi,Original,Local,Automatic,14,6466.666666666667
Daihatsu,Mira,2012,120000,1400000,Petrol,Lahore,Original,Imported,Manual,14,8000.0
Suzuki,Alto,2022,10000,2450000,Petrol,Islamabad,Original,Local,Manual,4,2000.0
Suzuki,Alto,2020,10000,3300000,Petrol,Unregistered,Original,Imported,Automatic,6,1428.5714285714287
Suzuki,Mehran VXR,2018,66016,1500000,Petrol,Punjab,Original,Local,Manual,8,7335.111111111111
Daihatsu,Cuore,2004,150000,650000,Petrol,Lahore,Original,Imported,Manual,22,6521.739130434783
Mitsubishi,Lancer,2005,174200,1150000,Petrol,Lahore,Original,Local,Manual,21,7918.181818181818
Mercedes,E Class,2004,150000,3790000,Petrol,Sindh,Original,Imported,Automatic,22,6521.739130434783
Toyota,Corrolla Altis,2017,47000,4275000,Petrol,Karachi,Original,Local,Automatic,9,4700.0
FAW,V2,2018,56000,1500000,Petrol,Karachi,Original,Local,Manual,8,6222.222222222223
Suzuki,Alto,2007,150000,545000,Petrol,Karachi,Original,Local,Manual,19,7500.0
Mitsubishi,Ek Wagon,2015,54800,2000000,Petrol,Lahore,Original,Imported,Automatic,11,4566.666666666667
Suzuki,Bolan,2019,100000,1300000,Petrol,Karachi,Original,Local,Manual,7,12500.0
Suzuki,Mehran VXR,2005,56026,640000,Petrol,Lahore,Original,Imported,Manual,21,2546.6363636363635
Suzuki,Wagon R,2016,71000,2100000,Petrol,Lahore,Original,Local,Manual,10,6454.545454545455
Daihatsu,Cuore,2008,123456,925000,Petrol,Faisalabad,Original,Imported,Manual,18,6497.684210526316
KIA,Picanto,2020,91000,2850000,Petrol,Karachi,Original,Imported,Automatic,6,13000.0
Mitsubishi,Ek Wagon,2007,120000,1625000,Petrol,Islamabad,Original,Imported,Automatic,19,6000.0
Hyundai,Santro,2006,80000,875000,Petrol,Sialkot,Original,Local,Manual,20,3809.5238095238096
Toyota,Corolla GLI,2010,123456,2100000,Petrol,Sindh,Original,Local,Automatic,16,7262.117647058823
Changan,Karvaan,2020,46000,1970000,Petrol,Karachi,Original,Imported,Manual,6,6571.428571428572
Suzuki,Bolan,2018,100000,1350000,Petrol,Lahore,Original,Local,Manual,8,11111.111111111111
Suzuki,Wagon R,2019,80000,1975000,Petrol,Islamabad,Original,Local,Manual,7,10000.0
Honda,City Aspire,2014,135000,2800000,Petrol,Islamabad,Original,Local,Manual,12,10384.615384615385
Suzuki,Wagon R,2017,75000,2250000,Petrol,Lahore,Original,Local,Manual,9,7500.0
Suzuki,Bolan,2017,67500,1235000,Petrol,Lahore,Original,Imported,Manual,9,6750.0
Suzuki,Swift,2012,126301,2390000,Petrol,Islamabad,Original,Local,Automatic,14,8420.066666666668
Suzuki,Cultus VXR,2014,74000,1325000,Petrol,Karachi,Original,Local,Manual,12,5692.307692307692
Suzuki,Bolan,2000,44500,595000,Petrol,Lahore,Original,Local,Manual,26,1648.148148148148
Honda,City Vario,2004,210000,1470000,Petrol,Sindh,Original,Imported,Automatic,22,9130.434782608696
Suzuki,Mehran VXR,2018,54000,1380000,Petrol,Lahore,Original,Local,Manual,8,6000.0
Toyota,Corolla GLI,2017,76900,4100000,Petrol,Islamabad,Original,Local,Automatic,9,7690.0
Suzuki,Bolan,2012,85000,550000,Petrol,Faisalabad,Original,Local,Manual,14,5666.666666666667
Mercedes,C Class,2008,165000,4699000,Petrol,Islamabad,Original,Imported,Automatic,18,8684.21052631579
Suzuki,Cultus VXR,2014,22000,1550000,Petrol,Multan,Original,Local,Manual,12,1692.3076923076924
Daihatsu,Move,2013,94000,2000000,Petrol,Karachi,Original,Imported,Automatic,13,6714.285714285715
Suzuki,Bolan,2018,120000,1400000,Petrol,Islamabad,Original,Local,Manual,8,13333.333333333334
Changan,Alsvin,2021,34500,3800000,Petrol,Islamabad,Original,Imported,Automatic,5,5750.0
Honda,City IVTEC,2009,168000,2150000,Petrol,Lahore,Original,Local,Manual,17,9333.333333333334
Suzuki,Alto,2005,109940,618000,Petrol,Karachi,Original,Local,Manual,21,4997.272727272727
Daihatsu,Mira,2016,58000,2800000,Petrol,Karachi,Original,Imported,Automatic,10,5272.727272727273
Toyota,Corolla XLI,2009,175000,2400000,Petrol,Lahore,Original,Imported,Manual,17,9722.222222222223
Toyota,Corolla XLI,2009,60000,2000000,Petrol,Lahore,Original,Imported,Manual,17,3333.3333333333335
Honda,City Aspire,2021,55200,4100000,Petrol,Islamabad,Original,Local,Automatic,5,9200.0
Honda,City Aspire,2021,40000,4650000,Petrol,Islamabad,Original,Local,Automatic,5,6666.666666666667
Toyota,Passo,2014,1234,2640000,Petrol,Islamabad,Original,Imported,Automatic,12,94.92307692307692
Daihatsu,Cuore,2004,130000,950000,Petrol,Lahore,Original,Local,Manual,22,5652.173913043478
Suzuki,Baleno,2002,125000,670000,Petrol,Lahore,Original,Local,Manual,24,5000.0
Suzuki,Cultus VXR,2012,44814,1250000,Petrol,Karachi,Original,Local,Manual,14,2987.6
Toyota,Passo,2010,160000,2750000,Petrol,Unregistered,Original,Imported,Automatic,16,9411.764705882353
Suzuki,Every,2018,43000,2759000,Petrol,Unregistered,Original,Imported,Manual,8,4777.777777777777
Daihatsu,Terios Kid,2002,57000,1340000,Petrol,Karachi,Original,Imported,Automatic,24,2280.0
Honda,City IDSI,2011,129000,2500000,Petrol,Karachi,Original,Local,Manual,15,8062.5
FAW,V2,2019,30500,1850000,Petrol,Lahore,Original,Local,Manual,7,3812.5
Toyota,Corrolla Altis,2005,200000,2150000,Petrol,Lahore,Original,Local,Automatic,21,9090.90909090909
Honda,Civic Prosmetic,2003,150000,1300000,Petrol,Sindh,Original,Local,Automatic,23,6250.0
KIA,Picanto,2023,8400,3465000,Petrol,Sindh,Original,Local,Automatic,3,2100.0
Hyundai,Santro,2007,75000,950000,Petrol,Lahore,Original,Imported,Manual,19,3750.0
Toyota,Corolla XLI,2011,42000,2100000,Petrol,Lahore,Original,Local,Manual,15,2625.0
KIA,Classic,2001,200000,550000,Petrol,Sahiwal,Original,Imported,Manual,25,7692.307692307692
Honda,Civic Oriel,2005,200000,1400000,Petrol,Sindh,Original,Local,Manual,21,9090.90909090909
Suzuki,Bolan,2015,60000,830000,Petrol,Lahore,Original,Imported,Manual,11,5000.0
Honda,City IVTEC,2018,70000,3450000,Petrol,Lahore,Original,Local,Manual,8,7777.777777777777
Mitsubishi,Pajero Mini,2000,80000,850000,Petrol,Sindh,Original,Imported,Manual,26,2962.962962962963
Changan,Karvaan,2020,37400,2290000,Petrol,Lahore,Original,Local,Manual,6,5342.857142857143
Suzuki,Bolan,2007,403588,710000,CNG,Karachi,Original,Local,Manual,19,20179.4
Suzuki,Cultus VXR,2007,75000,750000,Petrol,Lahore,Original,Local,Manual,19,3750.0
Toyota,Corolla GLI,2014,110000,2400000,Petrol,Karachi,Original,Local,Manual,12,8461.538461538461
Suzuki,Cultus VXR,2014,90000,1435000,Petrol,Islamabad,Original,Local,Manual,12,6923.076923076923
Daihatsu,Cuore,2004,100000,565000,Petrol,Karachi,Original,Imported,Manual,22,4347.826086956522
Toyota,Altis Grande,2015,90000,4100000,Petrol,Karachi,Original,Local,Automatic,11,7500.0
Toyota,Passo,2007,160000,1900000,Petrol,Lahore,Original,Imported,Automatic,19,8000.0
KIA,Spectra,2001,10000,700000,Petrol,Sindh,Original,Local,Manual,25,384.61538461538464
Suzuki,Mehran VXR,2005,14672,700000,Petrol,Lahore,Original,Imported,Manual,21,666.9090909090909
Daihatsu,Move,2015,105000,2045000,Petrol,Lahore,Original,Imported,Automatic,11,8750.0
Daihatsu,Cuore,2007,89999,920000,Petrol,Karachi,Original,Local,Manual,19,4499.95
Daihatsu,Hijet,2014,116000,1625000,Petrol,Karachi,Original,Imported,Automatic,12,8923.076923076924
Suzuki,Swift,2016,60000,1880000,Petrol,Lahore,Original,Local,Manual,10,5454.545454545455
Honda,City IVTEC,2012,129000,2750000,Petrol,Lahore,Original,Local,Automatic,14,8600.0
Daihatsu,Move,2013,85000,1850000,Petrol,Lahore,Original,Imported,Automatic,13,6071.428571428572
Suzuki,Swift,2022,12500,4490000,Petrol,Islamabad,Original,Local,Automatic,4,2500.0
Daihatsu,Cuore,2009,125000,1060000,Petrol,Karachi,Original,Local,Automatic,17,6944.444444444444
Mitsubishi,Ek Wagon,2013,65000,2300000,Petrol,Lahore,Original,Imported,Automatic,13,4642.857142857143
Chevrolet,Joy,2006,100000,680000,Petrol,Sindh,Original,Imported,Manual,20,4761.9047619047615
Suzuki,Mehran VXR,2015,92000,1030000,Petrol,Karachi,Original,Local,Manual,11,7666.666666666667
Toyota,Corolla XLI,2007,120000,1900000,CNG,Lahore,Original,Local,Manual,19,6000.0
FAW,V2,2015,150050,1200000,Petrol,Lahore,Original,Local,Manual,11,12504.166666666666
Toyota,Corolla XLI,2009,200000,1770000,Petrol,Lahore,Original,Local,Manual,17,11111.111111111111
Toyota,Passo,2008,98000,1690000,Petrol,Karachi,Original,Imported,Automatic,18,5157.894736842105
Suzuki,Alto,2012,20466,1600000,Petrol,Islamabad,Original,Imported,Automatic,14,1364.4
Daihatsu,Cuore,2004,80000,650000,Petrol,Lahore,Original,Local,Manual,22,3478.2608695652175
